ID,year,loan_limit,Gender,approv_in_adv,loan_type,loan_purpose,Credit_Worthiness,open_credit,business_or_commercial,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term,Neg_ammortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,Secured_by,total_units,income,credit_type,Credit_Score,co-applicant_credit_type,age,submission_of_application,LTV,Region,Security_Type,Status,dtir1
26146,2019,cf,Female,nopre,type1,p1,l1,nopc,nob/c,486500,3.75,0.0575,308.36,360,not_neg,not_int,not_lpsm,618000,sb,pr,home,1U,4560,CIB,800,CIB,45-54,not_inst,78.72168285,North,direct,0,46
26147,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,216500,,,,180,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,3900,EQUI,729,EXP,55-64,to_inst,,central,direct,1,
26148,2019,cf,Joint,pre,type1,p3,l1,nopc,nob/c,146500,4.625,1.1705,4657.08,360,not_neg,not_int,not_lpsm,188000,sb,pr,home,1U,5040,CRIF,762,EXP,65-74,to_inst,77.92553191,North,direct,0,37
26149,2019,ncf,Female,nopre,type1,p3,l1,nopc,nob/c,346500,4.99,0.752,0,360,not_neg,not_int,not_lpsm,588000,sb,pr,home,1U,11340,CRIF,777,CIB,55-64,to_inst,58.92857143,North,direct,0,7
26150,2019,cf,Male,pre,type1,p2,l1,nopc,nob/c,256500,3.625,-0.2133,74,360,not_neg,not_int,not_lpsm,908000,sb,sr,home,1U,10740,CIB,852,CIB,35-44,not_inst,28.24889868,south,direct,0,48
26151,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,396500,4.625,0.3913,6096.03,360,not_neg,not_int,not_lpsm,598000,sb,pr,home,1U,8700,EXP,714,CIB,55-64,to_inst,66.30434783,North,direct,0,26
26152,2019,cf,Joint,pre,type3,p1,l1,nopc,nob/c,226500,3.625,-0.0718,0,360,not_neg,not_int,not_lpsm,288000,sb,pr,home,1U,5400,CRIF,892,EXP,45-54,not_inst,78.64583333,North,direct,0,20
26153,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,676500,3.375,-0.0937,17772.8,360,neg_amm,int_only,not_lpsm,1908000,sb,pr,home,1U,11820,CIB,670,EXP,55-64,to_inst,35.45597484,North,direct,0,32
26154,2019,cf,Sex Not Available,pre,type1,p1,l1,nopc,nob/c,316500,,,,360,not_neg,not_int,not_lpsm,,sb,ir,home,1U,26400,EQUI,765,EXP,35-44,to_inst,,south,direct,1,
26155,2019,,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,236500,4,0.0055,0,360,not_neg,not_int,not_lpsm,268000,sb,pr,home,1U,2760,CRIF,852,CIB,25-34,not_inst,88.24626866,North,direct,0,41
26156,2019,cf,Male,nopre,type3,p3,l1,nopc,nob/c,166500,,,,360,not_neg,not_int,lpsm,158000,sb,pr,home,1U,2820,CRIF,753,CIB,65-74,to_inst,105.3797468,North,direct,1,31
26157,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,366500,3.625,-0.1734,117,360,not_neg,not_int,not_lpsm,2788000,sb,pr,home,1U,11220,CRIF,694,EXP,55-64,not_inst,13.1456241,North,direct,0,37
26158,2019,cf,Female,nopre,type1,p1,l1,nopc,nob/c,306500,,,,360,not_neg,not_int,not_lpsm,428000,sb,ir,home,1U,420,CRIF,665,CIB,35-44,to_inst,71.61214953,North,direct,1,6
26159,2019,ncf,Joint,nopre,type1,p3,l1,nopc,nob/c,396500,4.125,0.2007,7235,360,not_neg,not_int,not_lpsm,578000,sb,pr,home,1U,8820,CIB,898,EXP,55-64,to_inst,68.59861592,North,direct,0,28
26160,2019,cf,Male,pre,type1,p3,l1,nopc,nob/c,366500,4.125,0.3411,0,360,not_neg,not_int,not_lpsm,488000,sb,pr,home,1U,4080,CIB,674,CIB,25-34,not_inst,75.10245902,North,direct,0,48
26161,2019,cf,Male,pre,type1,p3,l1,nopc,nob/c,336500,3.99,0.5891,11781.25,300,not_neg,not_int,not_lpsm,518000,sb,pr,home,1U,6240,CIB,733,CIB,45-54,to_inst,64.96138996,North,direct,0,21
26162,2019,ncf,Joint,nopre,type2,p4,l1,nopc,b/c,736500,4.75,1.896,6509.07,360,not_neg,not_int,not_lpsm,808000,sb,pr,home,1U,12540,CRIF,826,EXP,35-44,not_inst,91.1509901,North,direct,0,45
26163,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,446500,4.875,0.4061,0,360,neg_amm,not_int,not_lpsm,468000,sb,pr,home,1U,5280,CIB,847,CIB,25-34,not_inst,95.40598291,North,direct,0,43
26164,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,236500,,,,360,not_neg,not_int,not_lpsm,258000,sb,pr,home,1U,5940,CRIF,780,EXP,25-34,to_inst,91.66666667,south,direct,1,32
26165,2019,cf,Joint,nopre,type2,p4,l1,nopc,b/c,226500,4.625,1.4396,978.96,180,not_neg,not_int,not_lpsm,258000,sb,pr,home,1U,6660,CIB,638,EXP,55-64,not_inst,87.79069767,south,direct,0,48
26166,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,256500,3.5,-0.142,634,360,not_neg,not_int,not_lpsm,658000,sb,pr,home,1U,5400,CRIF,644,EXP,55-64,not_inst,38.98176292,North,direct,0,31
26167,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,556500,4.99,0.442,0,360,not_neg,not_int,not_lpsm,778000,sb,pr,home,1U,9840,CRIF,885,EXP,25-34,not_inst,71.52956298,North,direct,0,44
26168,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,136500,,,,360,not_neg,not_int,not_lpsm,168000,sb,pr,home,1U,1920,CRIF,759,CIB,25-34,to_inst,81.25,south,direct,1,51
26169,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,426500,3.875,-0.1878,1109.5,360,not_neg,not_int,not_lpsm,618000,sb,pr,home,1U,7200,CRIF,719,CIB,45-54,not_inst,69.01294498,south,direct,0,22
26170,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,266500,4.75,0.7204,3810,240,not_neg,not_int,not_lpsm,388000,sb,pr,home,1U,12900,CRIF,598,CIB,45-54,to_inst,68.68556701,North,direct,0,27
26171,2019,cf,Female,nopre,type2,p3,l1,nopc,b/c,226500,,,,360,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,3900,EQUI,501,EXP,45-54,not_inst,,North,direct,1,
26172,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,246500,4.125,0.197,7220.75,360,not_neg,not_int,not_lpsm,508000,sb,pr,home,1U,2880,CRIF,614,CIB,45-54,to_inst,48.52362205,North,direct,0,45
26173,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,276500,3.99,0.1525,3699,132,not_neg,int_only,not_lpsm,368000,sb,pr,home,1U,13560,EXP,508,CIB,45-54,not_inst,75.13586957,south,direct,0,37
26174,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,256500,4.375,0.468,4690,360,not_neg,not_int,not_lpsm,498000,sb,ir,home,2U,6720,CRIF,553,CIB,45-54,not_inst,51.5060241,North,direct,0,27
26175,2019,cf,Female,,type1,p4,l1,nopc,nob/c,166500,4.625,0.5499,5147.75,360,not_neg,not_int,not_lpsm,208000,sb,pr,home,1U,2820,CRIF,669,CIB,65-74,to_inst,80.04807692,North,direct,0,39
26176,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,276500,4.5,0.3161,3875,360,not_neg,not_int,not_lpsm,428000,sb,pr,home,1U,3720,CRIF,512,EXP,65-74,to_inst,64.60280374,North,direct,0,36
26177,2019,cf,Female,pre,type2,p1,l1,nopc,b/c,586500,3.99,1.2125,0,360,not_neg,not_int,not_lpsm,598000,sb,pr,home,1U,8160,CRIF,888,CIB,45-54,to_inst,98.07692308,North,direct,0,53
26178,2019,cf,Sex Not Available,pre,type1,p4,l1,nopc,nob/c,446500,3.625,0.0931,13047.41,360,not_neg,not_int,not_lpsm,688000,sb,pr,home,1U,4800,CIB,794,EXP,65-74,to_inst,64.89825581,south,direct,0,60
26179,2019,cf,Sex Not Available,pre,type1,p4,l1,nopc,nob/c,266500,,,,240,not_neg,not_int,not_lpsm,368000,sb,pr,home,1U,6600,EXP,636,EXP,45-54,to_inst,72.41847826,south,direct,1,45
26180,2019,cf,Sex Not Available,nopre,type2,p4,l2,nopc,b/c,146500,,,,300,neg_amm,not_int,not_lpsm,168000,sb,pr,home,1U,4860,EXP,591,EXP,65-74,to_inst,87.20238095,south,direct,1,47
26181,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,156500,4.5,0.9474,4586,360,not_neg,not_int,not_lpsm,228000,sb,pr,home,1U,2940,CRIF,798,CIB,65-74,to_inst,68.64035088,central,direct,0,36
26182,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,286500,3.625,0.6026,5510,240,not_neg,not_int,not_lpsm,508000,sb,pr,home,1U,5400,EXP,856,EXP,45-54,to_inst,56.3976378,south,direct,0,37
26183,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,516500,4.99,1.2382,1196.22,360,not_neg,not_int,lpsm,928000,sb,ir,home,4U,4260,CRIF,771,CIB,65-74,not_inst,55.65732759,North,direct,0,30
26184,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,126500,4.99,0.935,4622.36,360,not_neg,not_int,not_lpsm,188000,sb,pr,home,1U,1200,EXP,523,CIB,35-44,to_inst,67.28723404,south,direct,0,49
26185,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,246500,3.99,0.292,0,360,not_neg,not_int,not_lpsm,488000,sb,pr,home,1U,4740,CIB,890,EXP,65-74,not_inst,50.51229508,central,direct,0,36
26186,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,136500,3.75,0.8043,,240,not_neg,not_int,not_lpsm,198000,sb,pr,home,1U,3240,CIB,597,EXP,>74,to_inst,68.93939394,south,direct,0,30
26187,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,276500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,3600,EQUI,724,EXP,35-44,to_inst,,North,direct,1,
26188,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,96500,,,,360,not_neg,not_int,not_lpsm,,sb,ir,home,1U,2040,EQUI,728,EXP,45-54,to_inst,,south,direct,1,
26189,2019,cf,Joint,nopre,type1,p1,l2,nopc,nob/c,426500,4.18,-0.1632,1269.96,360,not_neg,not_int,not_lpsm,538000,sb,pr,home,1U,9540,CIB,548,EXP,35-44,not_inst,79.27509294,North,direct,0,43
26190,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,616500,4.5,0.6295,17311.06,360,not_neg,not_int,not_lpsm,748000,sb,pr,home,1U,13680,CRIF,794,EXP,55-64,to_inst,82.4197861,North,direct,0,40
26191,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,146500,4.625,0.9208,0,360,not_neg,not_int,not_lpsm,1058000,sb,pr,home,1U,1920,EXP,596,CIB,>74,not_inst,13.84688091,south,direct,0,43
26192,2019,ncf,Sex Not Available,nopre,type3,p4,l1,nopc,nob/c,716500,3.75,-0.4688,4172.68,360,not_neg,not_int,not_lpsm,808000,sb,pr,home,1U,,EXP,783,CIB,45-54,to_inst,88.67574257,south,direct,0,
26193,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,216500,3.75,-0.2117,8640,360,not_neg,not_int,not_lpsm,458000,sb,pr,home,1U,6120,CRIF,887,EXP,65-74,to_inst,47.27074236,North,direct,0,43
26194,2019,cf,Joint,nopre,type3,p3,l1,nopc,nob/c,426500,2.875,-0.5742,3656.77,360,not_neg,not_int,not_lpsm,508000,sb,pr,home,1U,9000,CRIF,854,EXP,35-44,not_inst,83.95669291,North,direct,0,38
26195,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,316500,3.125,-0.5001,5304.72,360,not_neg,not_int,not_lpsm,658000,sb,pr,home,1U,4380,CIB,566,CIB,45-54,not_inst,48.10030395,North,direct,0,34
26196,2019,cf,Female,pre,type1,p3,l1,nopc,nob/c,206500,,,,360,not_neg,not_int,not_lpsm,318000,sb,ir,home,1U,6000,CRIF,891,CIB,65-74,to_inst,64.93710692,North,direct,1,30
26197,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,256500,,,,360,not_neg,not_int,lpsm,,sb,pr,home,1U,3060,EQUI,671,EXP,>74,to_inst,,south,direct,1,
26198,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,266500,3.25,-0.2312,8630.8,360,not_neg,not_int,not_lpsm,998000,sb,pr,home,1U,5040,CRIF,607,EXP,>74,to_inst,26.70340681,south,direct,0,48
26199,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,726500,3.625,-0.1591,3026,360,not_neg,not_int,not_lpsm,1438000,sb,pr,home,1U,11100,CRIF,536,EXP,35-44,not_inst,50.52155772,south,direct,0,30
26200,2019,,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,476500,,,,360,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,6060,EQUI,583,EXP,35-44,not_inst,,south,direct,1,
26201,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,246500,5.19,1.1564,6420,360,not_neg,not_int,not_lpsm,318000,sb,pr,home,1U,7680,CRIF,619,CIB,45-54,to_inst,77.51572327,south,direct,0,40
26202,2019,cf,Sex Not Available,pre,type1,p1,l1,nopc,nob/c,316500,4.99,0.8465,0,360,not_neg,not_int,not_lpsm,328000,sb,pr,home,1U,17760,EXP,506,EXP,55-64,to_inst,96.49390244,south,direct,0,31
26203,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,596500,3.625,-0.0057,0,360,neg_amm,int_only,not_lpsm,998000,sb,pr,home,1U,12240,CIB,568,EXP,45-54,not_inst,59.76953908,North,direct,0,24
26204,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,426500,3.75,0.018,1098.94,360,not_neg,int_only,not_lpsm,548000,sb,pr,home,1U,6360,CIB,822,CIB,35-44,not_inst,77.82846715,south,direct,0,40
26205,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,426500,4.99,0.344,0,360,not_neg,not_int,not_lpsm,588000,sb,ir,home,1U,38220,CIB,744,CIB,65-74,not_inst,72.53401361,south,direct,0,39
26206,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,446500,3.5,-0.0192,0,360,not_neg,not_int,not_lpsm,798000,sb,pr,home,1U,5100,CIB,720,CIB,55-64,to_inst,55.95238095,North,direct,0,42
26207,2019,ncf,Male,nopre,type1,p4,l1,nopc,nob/c,896500,3.75,0.1603,12714.7,360,not_neg,not_int,not_lpsm,1148000,sb,pr,home,1U,12420,CIB,764,CIB,55-64,not_inst,78.09233449,south,direct,0,39
26208,2019,cf,Sex Not Available,pre,type3,p3,l1,nopc,nob/c,126500,,,,180,not_neg,not_int,not_lpsm,,sb,pr,home,1U,2220,EQUI,698,EXP,65-74,to_inst,,south,direct,1,
26209,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,186500,4.125,0.2411,,300,not_neg,not_int,not_lpsm,308000,sb,pr,home,1U,2940,EXP,525,CIB,35-44,to_inst,60.55194805,south,direct,0,41
26210,2019,cf,Sex Not Available,pre,type1,p3,l1,nopc,nob/c,386500,4.875,1.5017,7387,360,not_neg,not_int,not_lpsm,488000,sb,pr,home,1U,5400,CRIF,847,CIB,55-64,to_inst,79.20081967,south,direct,0,42
26211,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,316500,3.875,0.2168,873.4,360,not_neg,not_int,not_lpsm,398000,sb,pr,home,1U,5400,CRIF,718,CIB,55-64,not_inst,79.52261307,North,direct,0,44
26212,2019,cf,Sex Not Available,pre,type3,p1,l1,nopc,nob/c,466500,4.125,0.6599,2325,360,not_neg,not_int,not_lpsm,468000,sb,pr,home,1U,6600,EXP,802,CIB,25-34,to_inst,99.67948718,south,direct,0,37
26213,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,556500,3.99,0.2749,2037,360,not_neg,not_int,not_lpsm,698000,sb,pr,home,1U,13440,CIB,592,EXP,25-34,to_inst,79.7277937,North,direct,0,20
26214,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,156500,4.56,0.4706,2837.5,360,not_neg,not_int,not_lpsm,258000,sb,pr,home,1U,1800,EXP,566,CIB,>74,to_inst,60.65891473,south,direct,0,41
26215,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,556500,4.25,0.044,0,360,not_neg,not_int,not_lpsm,808000,sb,pr,home,1U,7440,CIB,630,EXP,35-44,not_inst,68.87376238,North,direct,0,41
26216,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,306500,4.125,0.3902,2095,360,not_neg,not_int,not_lpsm,358000,sb,sr,home,1U,10800,CRIF,526,EXP,35-44,to_inst,85.61452514,south,direct,0,37
26217,2019,cf,Sex Not Available,pre,type2,p3,l1,nopc,b/c,476500,3.5,0.5806,13695.79,360,not_neg,not_int,not_lpsm,558000,sb,pr,home,1U,17460,EXP,783,EXP,45-54,to_inst,85.39426523,south,direct,0,30
26218,2019,cf,Female,pre,type2,p4,l1,nopc,b/c,236500,,,,360,not_neg,not_int,not_lpsm,188000,sb,pr,home,1U,2940,CRIF,867,CIB,65-74,to_inst,125.7978723,North,direct,1,48
26219,2019,,Female,nopre,type2,p3,l1,nopc,b/c,126500,4.25,0.9737,927.75,360,not_neg,not_int,not_lpsm,148000,sb,pr,home,1U,2580,EXP,758,CIB,55-64,to_inst,85.47297297,North,direct,0,38
26220,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,156500,3.99,0.6106,3650,360,not_neg,not_int,not_lpsm,258000,sb,pr,home,1U,2700,CRIF,705,CIB,25-34,not_inst,60.65891473,North,direct,0,37
26221,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,406500,3.125,-0.0632,0,180,not_neg,not_int,not_lpsm,908000,sb,pr,home,1U,6960,CRIF,559,EXP,>74,not_inst,44.76872247,south,direct,0,39
26222,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,566500,3.875,0.3581,0,360,not_neg,not_int,not_lpsm,808000,sb,pr,home,1U,6960,CRIF,752,CIB,35-44,not_inst,70.11138614,North,direct,0,48
26223,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,286500,3.99,0.496,7021,360,not_neg,not_int,not_lpsm,428000,sb,sr,home,1U,4020,CRIF,725,CIB,45-54,to_inst,66.93925234,south,direct,0,34
26224,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,406500,,,,240,not_neg,not_int,not_lpsm,,sb,pr,home,1U,8100,EQUI,683,EXP,55-64,to_inst,,North,direct,1,
26225,2019,,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,146500,3.99,0.2256,3444.88,360,not_neg,not_int,not_lpsm,228000,sb,pr,home,1U,3720,CIB,599,CIB,35-44,to_inst,64.25438596,south,direct,0,13
26226,2019,cf,Male,pre,type1,p4,l1,nopc,nob/c,416500,,,,360,not_neg,not_int,not_lpsm,758000,sb,pr,home,1U,5100,CIB,899,CIB,25-34,to_inst,54.94722955,North,direct,1,45
26227,2019,ncf,Female,nopre,type1,p4,l2,nopc,nob/c,486500,,,,300,neg_amm,not_int,not_lpsm,758000,sb,pr,home,1U,10320,CIB,629,CIB,65-74,to_inst,64.18205805,south,direct,1,30
26228,2019,ncf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,266500,3.99,0.0635,2250.31,300,not_neg,not_int,not_lpsm,448000,sb,pr,home,1U,4800,CRIF,686,CIB,55-64,to_inst,59.48660714,south,direct,0,38
26229,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,366500,,,,360,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,5220,EQUI,665,EXP,<25,not_inst,,south,direct,1,
26230,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,186500,4.56,0.4658,2820,360,not_neg,not_int,not_lpsm,318000,sb,pr,home,1U,2040,CIB,694,EXP,>74,to_inst,58.64779874,central,direct,0,44
26231,2019,cf,Joint,nopre,type2,p1,l1,nopc,b/c,196500,,,,360,not_neg,not_int,not_lpsm,238000,sb,pr,home,1U,3600,CIB,850,EXP,35-44,to_inst,82.56302521,North,direct,1,15
26232,2019,cf,Joint,nopre,type2,p4,l1,nopc,b/c,296500,3.99,0.9876,0,360,not_neg,not_int,not_lpsm,358000,sb,pr,home,1U,,CIB,566,EXP,45-54,to_inst,82.82122905,North,direct,0,
26233,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,406500,4.375,0.425,1300,360,not_neg,not_int,not_lpsm,458000,sb,pr,home,1U,11700,CIB,671,CIB,55-64,not_inst,88.75545852,North,direct,0,21
26234,2019,cf,Joint,pre,type2,p4,l1,nopc,b/c,506500,3.625,0.4446,0,360,not_neg,not_int,not_lpsm,558000,sb,pr,home,1U,,EXP,732,EXP,35-44,not_inst,90.77060932,south,direct,0,
26235,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,276500,3.99,0.1242,6650,360,not_neg,not_int,not_lpsm,778000,sb,pr,home,1U,6540,EXP,743,CIB,65-74,to_inst,35.53984576,central,direct,0,7
26236,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,536500,3.625,-0.0614,5380,360,not_neg,not_int,not_lpsm,938000,sb,pr,home,1U,10560,CRIF,581,EXP,65-74,not_inst,57.19616205,North,direct,0,27
26237,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,156500,4.56,1.0088,1440.05,360,not_neg,not_int,not_lpsm,188000,sb,pr,home,1U,6120,CRIF,796,EXP,35-44,not_inst,83.24468085,North,direct,0,40
26238,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,216500,4.375,0.8004,2847.5,360,not_neg,not_int,not_lpsm,298000,sb,pr,home,1U,5880,EXP,559,CIB,55-64,to_inst,72.65100671,south,direct,0,42
26239,2019,cf,Sex Not Available,pre,type1,p1,l1,nopc,nob/c,106500,3.99,0.5046,3208.88,360,not_neg,not_int,not_lpsm,148000,sb,pr,home,1U,2220,CIB,877,CIB,45-54,to_inst,71.95945946,south,direct,0,39
26240,2019,cf,Female,nopre,type1,p1,l1,nopc,nob/c,246500,4.99,0.9509,125.05,360,neg_amm,not_int,not_lpsm,258000,sb,pr,home,1U,4620,CIB,835,CIB,35-44,not_inst,95.54263566,North,direct,0,35
26241,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,346500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,8880,EQUI,552,EXP,25-34,to_inst,,North,direct,1,
26242,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,276500,3.375,-0.2588,4057.5,360,not_neg,not_int,not_lpsm,598000,sb,pr,home,1U,2700,CIB,586,CIB,25-34,not_inst,46.23745819,North,direct,0,47
26243,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,296500,4.25,0.2184,5091.88,360,not_neg,not_int,not_lpsm,358000,sb,pr,home,1U,4920,CRIF,590,CIB,65-74,to_inst,82.82122905,North,direct,0,40
26244,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,726500,4.18,-0.1542,362.64,360,not_neg,not_int,not_lpsm,808000,sb,pr,home,1U,13020,EXP,513,EXP,45-54,not_inst,89.91336634,North,direct,0,36
26245,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,236500,4.875,0.937,4273.77,360,not_neg,not_int,not_lpsm,328000,sb,pr,home,1U,7920,EXP,805,EXP,45-54,to_inst,72.10365854,south,direct,0,42
26246,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,166500,,,,360,not_neg,not_int,not_lpsm,218000,sb,ir,home,1U,5280,CRIF,631,CIB,65-74,to_inst,76.37614679,south,direct,1,27
26247,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,226500,3.875,0.7882,3425.22,240,not_neg,not_int,not_lpsm,318000,sb,pr,home,1U,6420,CRIF,569,EXP,45-54,to_inst,71.22641509,south,direct,0,37
26248,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,696500,3.75,0.0611,0,360,not_neg,not_int,not_lpsm,1268000,sb,pr,home,1U,12240,CIB,529,EXP,25-34,not_inst,54.92902208,south,direct,0,26
26249,2019,,Sex Not Available,nopre,type2,p1,l1,nopc,b/c,246500,3.99,1.21,1662.5,360,not_neg,not_int,not_lpsm,258000,sb,pr,home,1U,4260,EXP,581,CIB,45-54,to_inst,95.54263566,south,direct,0,52
26250,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,546500,,,,360,not_neg,not_int,not_lpsm,648000,sb,pr,home,1U,5280,CIB,533,EXP,25-34,not_inst,84.33641975,south,direct,1,47
26251,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,206500,4,0.6362,994,180,not_neg,not_int,not_lpsm,758000,sb,pr,home,1U,5580,CIB,819,CIB,35-44,not_inst,27.24274406,North,direct,0,35
26252,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,326500,3.5,-0.2687,0,360,not_neg,not_int,not_lpsm,558000,sb,pr,home,1U,5880,CRIF,807,CIB,45-54,to_inst,58.5125448,south,direct,0,27
26253,2019,cf,Sex Not Available,pre,type1,p1,l1,nopc,nob/c,406500,3.99,0.4235,7498.04,360,not_neg,not_int,not_lpsm,508000,sb,pr,home,1U,10020,CIB,790,CIB,35-44,to_inst,80.01968504,south,direct,0,17
26254,2019,cf,Joint,pre,type2,p3,l1,nopc,b/c,376500,3.625,0.8843,6857.79,360,not_neg,not_int,not_lpsm,498000,sb,pr,home,1U,4680,CRIF,894,EXP,55-64,to_inst,75.60240964,south,direct,0,56
26255,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,396500,3.875,0.3364,8000,360,not_neg,not_int,not_lpsm,538000,sb,pr,home,1U,8040,EXP,571,CIB,35-44,not_inst,73.69888476,North,direct,0,28
26256,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,176500,4.75,1.0375,2577.5,360,not_neg,not_int,not_lpsm,398000,sb,pr,home,1U,5040,CRIF,771,CIB,45-54,to_inst,44.34673367,south,direct,0,37
26257,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,206500,3.25,-0.3388,2127,360,not_neg,not_int,not_lpsm,488000,sb,pr,home,1U,1740,CRIF,827,CIB,65-74,not_inst,42.31557377,North,direct,0,49
26258,2019,ncf,Joint,nopre,type3,p4,l1,nopc,nob/c,836500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,0,EQUI,682,EXP,55-64,not_inst,,North,direct,1,
26259,2019,cf,Sex Not Available,nopre,type2,p4,l2,nopc,b/c,256500,,,,360,not_neg,not_int,not_lpsm,398000,sb,pr,home,1U,3240,EXP,781,CIB,55-64,to_inst,64.44723618,south,direct,1,43
26260,2019,,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,276500,4.25,0.397,7030,360,not_neg,not_int,not_lpsm,388000,sb,pr,home,1U,4260,CIB,661,EXP,65-74,to_inst,71.2628866,south,direct,0,47
26261,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,226500,4.875,1.2508,3025,360,not_neg,not_int,not_lpsm,278000,sb,pr,home,1U,3300,CIB,718,CIB,>74,to_inst,81.47482014,south,direct,0,49
26262,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,396500,3.99,0.308,,360,not_neg,not_int,not_lpsm,418000,sb,pr,home,1U,5700,CRIF,547,EXP,25-34,to_inst,94.85645933,south,direct,0,38
