,loan_limit,Gender,approv_in_adv,loan_type,loan_purpose,Credit_Worthiness,business_or_commercial,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term,Neg_ammortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,Secured_by,total_units,income,credit_type,Credit_Score,LTV,Status,dtir1,loan_to_income,loan_to_collateral,interest_burden,total_cost_proxy,risk_score
1259,ncf,Female,nopre,type1,p3,l1,nob/c,346500,4.99,0.752,0.0,360.0,not_neg,not_int,not_lpsm,588000.0,sb,pr,home,1U,11340.0,CRIF,777,58.92857143,0,7.0,30.553,0.589,1729035.0,1729035.0,-43.4
1260,cf,Male,pre,type1,p2,l1,nob/c,256500,3.625,-0.2133,74.0,360.0,not_neg,not_int,not_lpsm,908000.0,sb,sr,home,1U,10740.0,CIB,852,28.24889868,0,48.0,23.88,0.282,929812.5,929886.5,-72.0
1261,cf,Female,nopre,type1,p3,l1,nob/c,396500,4.625,0.3913,6096.03,360.0,not_neg,not_int,not_lpsm,598000.0,sb,pr,home,1U,8700.0,EXP,714,66.30434783,0,26.0,45.569,0.663,1833812.5,1839908.53,2.0
1262,cf,Joint,pre,type3,p1,l1,nob/c,226500,3.625,-0.0718,0.0,360.0,not_neg,not_int,not_lpsm,288000.0,sb,pr,home,1U,5400.0,CRIF,892,78.64583333,0,20.0,41.937,0.786,821062.5,821062.5,-107.19999999999999
1263,cf,Female,nopre,type1,p3,l1,nob/c,676500,3.375,-0.0937,17772.8,360.0,neg_amm,int_only,not_lpsm,1908000.0,sb,pr,home,1U,11820.0,CIB,670,35.45597484,0,32.0,57.229,0.355,2283187.5,2300960.3,30.8
1264,cf,Sex Not Available,pre,type1,p1,l1,nob/c,316500,3.99,0.327,2691.13,360.0,not_neg,not_int,not_lpsm,418000.0,sb,ir,home,1U,26400.0,EQUI,765,75.29761905,1,40.0,11.988,0.757,1262835.0,1265526.13,-23.0
1265,cf,Sex Not Available,nopre,type1,p1,l1,nob/c,236500,4.0,0.0055,0.0,360.0,not_neg,not_int,not_lpsm,268000.0,sb,pr,home,1U,2760.0,CRIF,852,88.24626866,0,41.0,85.657,0.882,946000.0,946000.0,-74.8
1266,cf,Male,nopre,type3,p3,l1,nob/c,166500,3.99,-0.1162,2691.13,360.0,not_neg,not_int,lpsm,158000.0,sb,pr,home,1U,2820.0,CRIF,753,105.3797468,1,31.0,59.022,1.054,664335.0,667026.13,-19.4
1267,cf,Joint,nopre,type1,p3,l1,nob/c,366500,3.625,-0.1734,117.0,360.0,not_neg,not_int,not_lpsm,2788000.0,sb,pr,home,1U,11220.0,CRIF,694,13.1456241,0,37.0,32.662,0.131,1328562.5,1328679.5,18.4
1268,cf,Female,nopre,type1,p1,l1,nob/c,306500,3.99,0.327,2691.13,360.0,not_neg,not_int,not_lpsm,428000.0,sb,ir,home,1U,420.0,CRIF,665,71.61214953,1,6.0,728.029,0.716,1222935.0,1225626.13,23.4
1269,ncf,Joint,nopre,type1,p3,l1,nob/c,396500,4.125,0.2007,7235.0,360.0,not_neg,not_int,not_lpsm,578000.0,sb,pr,home,1U,8820.0,CIB,898,68.59861592,0,28.0,44.95,0.686,1635562.5,1642797.5,-107.6
1270,cf,Male,pre,type1,p3,l1,nob/c,366500,4.125,0.3411,0.0,360.0,not_neg,not_int,not_lpsm,488000.0,sb,pr,home,1U,4080.0,CIB,674,75.10245902,0,48.0,89.806,0.751,1511812.5,1511812.5,34.800000000000004
1271,cf,Male,pre,type1,p3,l1,nob/c,336500,3.99,0.5891,11781.25,300.0,not_neg,not_int,not_lpsm,518000.0,sb,pr,home,1U,6240.0,CIB,733,64.96138996,0,21.0,53.918,0.65,1342635.0,1354416.25,-11.4
1272,ncf,Joint,nopre,type2,p4,l1,b/c,736500,4.75,1.896,6509.07,360.0,not_neg,not_int,not_lpsm,808000.0,sb,pr,home,1U,12540.0,CRIF,826,91.1509901,0,45.0,58.727,0.912,3498375.0,3504884.07,-57.599999999999994
1273,cf,Male,nopre,type1,p1,l1,nob/c,446500,4.875,0.4061,0.0,360.0,neg_amm,not_int,not_lpsm,468000.0,sb,pr,home,1U,5280.0,CIB,847,95.40598291,0,43.0,84.548,0.954,2176687.5,2176687.5,-71.0
1274,cf,Female,nopre,type1,p4,l1,nob/c,236500,3.99,0.327,2691.13,360.0,not_neg,not_int,not_lpsm,258000.0,sb,pr,home,1U,5940.0,CRIF,780,91.66666667,1,32.0,39.808,0.917,943635.0,946326.13,-35.2
1275,cf,Joint,nopre,type2,p4,l1,b/c,226500,4.625,1.4396,978.96,180.0,not_neg,not_int,not_lpsm,258000.0,sb,pr,home,1U,6660.0,CIB,638,87.79069767,0,48.0,34.004,0.878,1047562.5,1048541.46,56.4
1276,cf,Joint,nopre,type1,p1,l1,nob/c,256500,3.5,-0.142,634.0,360.0,not_neg,not_int,not_lpsm,658000.0,sb,pr,home,1U,5400.0,CRIF,644,38.98176292,0,31.0,47.491,0.39,897750.0,898384.0,46.0
1277,cf,Female,nopre,type1,p4,l1,nob/c,556500,4.99,0.442,0.0,360.0,not_neg,not_int,not_lpsm,778000.0,sb,pr,home,1U,9840.0,CRIF,885,71.52956298,0,44.0,56.549,0.715,2776935.0,2776935.0,-93.4
1278,cf,Sex Not Available,nopre,type1,p3,l1,nob/c,136500,3.99,0.327,2691.13,360.0,not_neg,not_int,not_lpsm,168000.0,sb,pr,home,1U,1920.0,CRIF,759,81.25,1,51.0,71.057,0.812,544635.0,547326.13,-14.999999999999996
1279,cf,Sex Not Available,nopre,type1,p4,l1,nob/c,426500,3.875,-0.1878,1109.5,360.0,not_neg,not_int,not_lpsm,618000.0,sb,pr,home,1U,7200.0,CRIF,719,69.01294498,0,22.0,59.228,0.69,1652687.5,1653797.0,-2.5999999999999996
1280,cf,Male,nopre,type1,p3,l1,nob/c,266500,4.75,0.7204,3810.0,240.0,not_neg,not_int,not_lpsm,388000.0,sb,pr,home,1U,12900.0,CRIF,598,68.68556701,0,27.0,20.657,0.687,1265875.0,1269685.0,72.0
1281,cf,Female,nopre,type2,p3,l1,b/c,226500,3.99,0.95605,2691.13,360.0,neg_amm,not_int,not_lpsm,418000.0,sb,pr,home,1U,3900.0,EQUI,501,75.29761905,1,40.0,58.062,0.542,903735.0,906426.13,135.39999999999998
1282,cf,Male,nopre,type1,p3,l1,nob/c,246500,4.125,0.197,7220.75,360.0,not_neg,not_int,not_lpsm,508000.0,sb,pr,home,1U,2880.0,CRIF,614,48.52362205,0,45.0,85.561,0.485,1016812.5,1024033.25,69.6
1283,cf,Female,nopre,type1,p3,l1,nob/c,276500,3.99,0.1525,3699.0,132.0,not_neg,int_only,not_lpsm,368000.0,sb,pr,home,1U,13560.0,EXP,508,75.13586957,0,37.0,20.389,0.751,1103235.0,1106934.0,130.0
1284,cf,Male,nopre,type1,p4,l1,nob/c,256500,4.375,0.468,4690.0,360.0,not_neg,not_int,not_lpsm,498000.0,sb,ir,home,2U,6720.0,CRIF,553,51.5060241,0,27.0,38.164,0.515,1122187.5,1126877.5,99.0
1285,cf,Female,,type1,p4,l1,nob/c,166500,4.625,0.5499,5147.75,360.0,not_neg,not_int,not_lpsm,208000.0,sb,pr,home,1U,2820.0,CRIF,669,80.04807692,0,39.0,59.022,0.8,770062.5,775210.25,34.2
1286,cf,Joint,nopre,type1,p3,l1,nob/c,276500,4.5,0.3161,3875.0,360.0,not_neg,not_int,not_lpsm,428000.0,sb,pr,home,1U,3720.0,CRIF,512,64.60280374,0,36.0,74.308,0.646,1244250.0,1248125.0,127.2
1287,cf,Female,pre,type2,p1,l1,b/c,586500,3.99,1.2125,0.0,360.0,not_neg,not_int,not_lpsm,598000.0,sb,pr,home,1U,8160.0,CRIF,888,98.07692308,0,53.0,71.866,0.981,2340135.0,2340135.0,-91.6
1288,cf,Sex Not Available,pre,type1,p4,l1,nob/c,446500,3.625,0.0931,13047.41,360.0,not_neg,not_int,not_lpsm,688000.0,sb,pr,home,1U,4800.0,CIB,794,64.89825581,0,60.0,93.001,0.649,1618562.5,1631609.91,-32.4
1289,cf,Sex Not Available,pre,type1,p4,l1,nob/c,266500,3.99,0.327,2691.13,240.0,not_neg,not_int,not_lpsm,368000.0,sb,pr,home,1U,6600.0,EXP,636,72.41847826,1,45.0,40.373,0.724,1063335.0,1066026.13,56.4
1290,cf,Sex Not Available,nopre,type2,p4,l2,b/c,146500,3.99,0.95605,2691.13,300.0,neg_amm,not_int,not_lpsm,168000.0,sb,pr,home,1U,4860.0,EXP,591,87.20238095,1,47.0,30.138,0.872,584535.0,587226.13,84.19999999999999
1291,cf,Female,nopre,type1,p3,l1,nob/c,156500,4.5,0.9474,4586.0,360.0,not_neg,not_int,not_lpsm,228000.0,sb,pr,home,1U,2940.0,CRIF,798,68.64035088,0,36.0,53.213,0.686,704250.0,708836.0,-44.4
1292,cf,Sex Not Available,nopre,type1,p3,l1,nob/c,286500,3.625,0.6026,5510.0,240.0,not_neg,not_int,not_lpsm,508000.0,sb,pr,home,1U,5400.0,EXP,856,56.3976378,0,37.0,53.046,0.564,1038562.5,1044072.5,-78.8
1293,cf,Male,nopre,type1,p3,l1,nob/c,516500,4.99,1.2382,1196.22,360.0,not_neg,not_int,lpsm,928000.0,sb,ir,home,4U,4260.0,CRIF,771,55.65732759,0,30.0,121.216,0.557,2577335.0,2578531.22,-30.6
1294,cf,Sex Not Available,nopre,type1,p4,l1,nob/c,126500,4.99,0.935,4622.36,360.0,not_neg,not_int,not_lpsm,188000.0,sb,pr,home,1U,1200.0,EXP,523,67.28723404,0,49.0,105.329,0.673,631235.0,635857.36,125.80000000000001
1295,cf,Joint,nopre,type1,p1,l1,nob/c,246500,3.99,0.292,0.0,360.0,not_neg,not_int,not_lpsm,488000.0,sb,pr,home,1U,4740.0,CIB,890,50.51229508,0,36.0,51.993,0.505,983535.0,983535.0,-99.6
1296,cf,Sex Not Available,nopre,type1,p4,l1,nob/c,136500,3.75,0.8043,2691.13,240.0,not_neg,not_int,not_lpsm,198000.0,sb,pr,home,1U,3240.0,CIB,597,68.93939394,0,30.0,42.117,0.689,511875.0,514566.13,73.8
1297,cf,Male,nopre,type1,p3,l1,nob/c,276500,3.99,0.327,2691.13,360.0,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,3600.0,EQUI,724,75.29761905,1,40.0,76.784,0.661,1103235.0,1105926.13,1.6000000000000014
1298,cf,Male,nopre,type1,p1,l1,nob/c,96500,3.99,0.327,2691.13,360.0,not_neg,not_int,not_lpsm,418000.0,sb,ir,home,1U,2040.0,EQUI,728,75.29761905,1,40.0,47.281,0.231,385035.0,387726.13,-0.8000000000000007
1299,cf,Joint,nopre,type1,p1,l2,nob/c,426500,4.18,-0.1632,1269.96,360.0,not_neg,not_int,not_lpsm,538000.0,sb,pr,home,1U,9540.0,CIB,548,79.27509294,0,43.0,44.702,0.793,1782769.9999999998,1784039.9599999997,108.4
1300,cf,Joint,nopre,type1,p4,l1,nob/c,616500,4.5,0.6295,17311.06,360.0,not_neg,not_int,not_lpsm,748000.0,sb,pr,home,1U,13680.0,CRIF,794,82.4197861,0,40.0,45.062,0.824,2774250.0,2791561.06,-40.4
1301,cf,Female,nopre,type1,p3,l1,nob/c,146500,4.625,0.9208,0.0,360.0,not_neg,not_int,not_lpsm,1058000.0,sb,pr,home,1U,1920.0,EXP,596,13.84688091,0,43.0,76.262,0.138,677562.5,677562.5,79.6
1302,ncf,Sex Not Available,nopre,type3,p4,l1,nob/c,716500,3.75,-0.4688,4172.68,360.0,not_neg,not_int,not_lpsm,808000.0,sb,pr,home,1U,5640.0,EXP,783,88.67574257,0,40.0,127.016,0.887,2686875.0,2691047.68,-33.8
1303,cf,Male,nopre,type1,p3,l1,nob/c,216500,3.75,-0.2117,8640.0,360.0,not_neg,not_int,not_lpsm,458000.0,sb,pr,home,1U,6120.0,CRIF,887,47.27074236,0,43.0,35.37,0.473,811875.0,820515.0,-95.0
1304,cf,Joint,nopre,type3,p3,l1,nob/c,426500,2.875,-0.5742,3656.77,360.0,not_neg,not_int,not_lpsm,508000.0,sb,pr,home,1U,9000.0,CRIF,854,83.95669291,0,38.0,47.384,0.84,1226187.5,1229844.27,-77.19999999999999
1305,cf,Male,nopre,type1,p4,l1,nob/c,316500,3.125,-0.5001,5304.72,360.0,not_neg,not_int,not_lpsm,658000.0,sb,pr,home,1U,4380.0,CIB,566,48.10030395,0,34.0,72.244,0.481,989062.5,994367.22,94.0
1306,cf,Female,pre,type1,p3,l1,nob/c,206500,3.99,0.327,2691.13,360.0,not_neg,not_int,not_lpsm,318000.0,sb,ir,home,1U,6000.0,CRIF,891,64.93710692,1,30.0,34.411,0.649,823935.0,826626.13,-102.6
1307,cf,Male,nopre,type1,p3,l1,nob/c,256500,3.99,0.327,2691.13,360.0,not_neg,not_int,lpsm,418000.0,sb,pr,home,1U,3060.0,EQUI,671,75.29761905,1,40.0,83.796,0.614,1023435.0,1026126.13,33.4
1308,cf,Sex Not Available,nopre,type1,p4,l1,nob/c,266500,3.25,-0.2312,8630.8,360.0,not_neg,not_int,not_lpsm,998000.0,sb,pr,home,1U,5040.0,CRIF,607,26.70340681,0,48.0,52.866,0.267,866125.0,874755.8,75.0
1309,cf,Joint,nopre,type1,p3,l1,nob/c,726500,3.625,-0.1591,3026.0,360.0,not_neg,not_int,not_lpsm,1438000.0,sb,pr,home,1U,11100.0,CRIF,536,50.52155772,0,30.0,65.445,0.505,2633562.5,2636588.5,110.39999999999999
1310,cf,Sex Not Available,nopre,type1,p1,l1,nob/c,476500,3.99,0.327,2691.13,360.0,neg_amm,not_int,not_lpsm,418000.0,sb,pr,home,1U,6060.0,EQUI,583,75.29761905,1,40.0,78.617,1.14,1901235.0,1903926.13,86.2
1311,cf,Sex Not Available,nopre,type1,p3,l1,nob/c,246500,5.19,1.1564,6420.0,360.0,not_neg,not_int,not_lpsm,318000.0,sb,pr,home,1U,7680.0,CRIF,619,77.51572327,0,40.0,32.092,0.775,1279335.0,1285755.0,64.6
1312,cf,Sex Not Available,pre,type1,p1,l1,nob/c,316500,4.99,0.8465,0.0,360.0,not_neg,not_int,not_lpsm,328000.0,sb,pr,home,1U,17760.0,EXP,506,96.49390244,0,31.0,17.82,0.965,1579335.0,1579335.0,128.79999999999998
1313,cf,Joint,nopre,type1,p4,l1,nob/c,596500,3.625,-0.0057,0.0,360.0,neg_amm,int_only,not_lpsm,998000.0,sb,pr,home,1U,12240.0,CIB,568,59.76953908,0,24.0,48.73,0.598,2162312.5,2162312.5,88.80000000000001
1314,cf,Female,nopre,type1,p4,l1,nob/c,426500,3.75,0.018,1098.94,360.0,not_neg,int_only,not_lpsm,548000.0,sb,pr,home,1U,6360.0,CIB,822,77.82846715,0,40.0,67.049,0.778,1599375.0,1600473.94,-57.2
1315,cf,Sex Not Available,nopre,type1,p4,l1,nob/c,426500,4.99,0.344,0.0,360.0,not_neg,not_int,not_lpsm,588000.0,sb,ir,home,1U,38220.0,CIB,744,72.53401361,0,39.0,11.159,0.725,2128235.0,2128235.0,-10.799999999999997
1316,cf,Female,nopre,type1,p4,l1,nob/c,446500,3.5,-0.0192,0.0,360.0,not_neg,not_int,not_lpsm,798000.0,sb,pr,home,1U,5100.0,CIB,720,55.95238095,0,42.0,87.532,0.56,1562750.0,1562750.0,4.800000000000001
1317,ncf,Male,nopre,type1,p4,l1,nob/c,896500,3.75,0.1603,12714.7,360.0,not_neg,not_int,not_lpsm,1148000.0,sb,pr,home,1U,12420.0,CIB,764,78.09233449,0,39.0,72.176,0.781,3361875.0,3374589.7,-22.799999999999997
1318,cf,Sex Not Available,pre,type3,p3,l1,nob/c,126500,3.99,-0.1162,2691.13,180.0,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,2220.0,EQUI,698,75.29761905,1,40.0,56.956,0.303,504735.0,507426.13,17.2
1319,cf,Sex Not Available,nopre,type1,p4,l1,nob/c,186500,4.125,0.2411,2691.13,300.0,not_neg,not_int,not_lpsm,308000.0,sb,pr,home,1U,2940.0,EXP,525,60.55194805,0,41.0,63.414,0.606,769312.5,772003.63,121.4
1320,cf,Sex Not Available,pre,type1,p3,l1,nob/c,386500,4.875,1.5017,7387.0,360.0,not_neg,not_int,not_lpsm,488000.0,sb,pr,home,1U,5400.0,CRIF,847,79.20081967,0,42.0,71.561,0.792,1884187.5,1891574.5,-71.4
1321,cf,Male,nopre,type1,p4,l1,nob/c,316500,3.875,0.2168,873.4,360.0,not_neg,not_int,not_lpsm,398000.0,sb,pr,home,1U,5400.0,CRIF,718,79.52261307,0,44.0,58.6,0.795,1226437.5,1227310.9,6.8000000000000025
1322,cf,Sex Not Available,pre,type3,p1,l1,nob/c,466500,4.125,0.6599,2325.0,360.0,not_neg,not_int,not_lpsm,468000.0,sb,pr,home,1U,6600.0,EXP,802,99.67948718,0,37.0,70.671,0.997,1924312.5,1926637.5,-46.39999999999999
1323,cf,Male,nopre,type1,p1,l1,nob/c,556500,3.99,0.2749,2037.0,360.0,not_neg,not_int,not_lpsm,698000.0,sb,pr,home,1U,13440.0,CIB,592,79.7277937,0,20.0,41.403,0.797,2220435.0,2222472.0,72.8
1324,cf,Female,nopre,type1,p3,l1,nob/c,156500,4.56,0.4706,2837.5,360.0,not_neg,not_int,not_lpsm,258000.0,sb,pr,home,1U,1800.0,EXP,566,60.65891473,0,41.0,86.896,0.607,713639.9999999999,716477.4999999999,96.8
1325,cf,Joint,nopre,type1,p4,l1,nob/c,556500,4.25,0.044,0.0,360.0,not_neg,not_int,not_lpsm,808000.0,sb,pr,home,1U,7440.0,CIB,630,68.87376238,0,41.0,74.788,0.689,2365125.0,2365125.0,58.400000000000006
1326,cf,Joint,nopre,type1,p1,l1,nob/c,306500,4.125,0.3902,2095.0,360.0,not_neg,not_int,not_lpsm,358000.0,sb,sr,home,1U,10800.0,CRIF,526,85.61452514,0,37.0,28.377,0.856,1264312.5,1266407.5,119.19999999999999
1327,cf,Sex Not Available,pre,type2,p3,l1,b/c,476500,3.5,0.5806,13695.79,360.0,not_neg,not_int,not_lpsm,558000.0,sb,pr,home,1U,17460.0,EXP,783,85.39426523,0,30.0,27.289,0.854,1667750.0,1681445.79,-37.8
1328,cf,Female,pre,type2,p4,l1,b/c,236500,3.99,0.95605,2691.13,360.0,not_neg,not_int,not_lpsm,188000.0,sb,pr,home,1U,2940.0,CRIF,867,125.7978723,1,48.0,80.415,1.258,943635.0,946326.13,-81.0
1329,cf,Female,nopre,type2,p3,l1,b/c,126500,4.25,0.9737,927.75,360.0,not_neg,not_int,not_lpsm,148000.0,sb,pr,home,1U,2580.0,EXP,758,85.47297297,0,38.0,49.012,0.855,537625.0,538552.75,-19.599999999999994
1330,cf,Female,nopre,type1,p3,l1,nob/c,156500,3.99,0.6106,3650.0,360.0,not_neg,not_int,not_lpsm,258000.0,sb,pr,home,1U,2700.0,CRIF,705,60.65891473,0,37.0,57.942,0.607,624435.0,628085.0,11.8
1331,cf,Joint,nopre,type1,p4,l1,nob/c,406500,3.125,-0.0632,0.0,180.0,not_neg,not_int,not_lpsm,908000.0,sb,pr,home,1U,6960.0,CRIF,559,44.76872247,0,39.0,58.397,0.448,1270312.5,1270312.5,100.19999999999999
1332,cf,Female,nopre,type1,p4,l1,nob/c,566500,3.875,0.3581,0.0,360.0,not_neg,not_int,not_lpsm,808000.0,sb,pr,home,1U,6960.0,CRIF,752,70.11138614,0,48.0,81.382,0.701,2195187.5,2195187.5,-11.999999999999996
1333,cf,Sex Not Available,nopre,type1,p3,l1,nob/c,286500,3.99,0.496,7021.0,360.0,not_neg,not_int,not_lpsm,428000.0,sb,sr,home,1U,4020.0,CRIF,725,66.93925234,0,34.0,71.251,0.669,1143135.0,1150156.0,-1.3999999999999986
1334,cf,Male,nopre,type1,p3,l1,nob/c,406500,3.99,0.327,2691.13,240.0,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,8100.0,EQUI,683,75.29761905,1,40.0,50.179,0.972,1621935.0,1624626.13,26.2
1335,cf,Sex Not Available,nopre,type1,p4,l1,nob/c,146500,3.99,0.2256,3444.88,360.0,not_neg,not_int,not_lpsm,228000.0,sb,pr,home,1U,3720.0,CIB,599,64.25438596,0,13.0,39.371,0.643,584535.0,587979.88,65.8
1336,cf,Male,pre,type1,p4,l1,nob/c,416500,3.99,0.327,2691.13,360.0,not_neg,not_int,not_lpsm,758000.0,sb,pr,home,1U,5100.0,CIB,899,54.94722955,1,45.0,81.651,0.549,1661835.0,1664526.13,-101.39999999999999
1337,ncf,Female,nopre,type1,p4,l2,nob/c,486500,3.99,0.327,2691.13,300.0,neg_amm,not_int,not_lpsm,758000.0,sb,pr,home,1U,10320.0,CIB,629,64.18205805,1,30.0,47.137,0.642,1941135.0,1943826.13,54.6
1338,ncf,Sex Not Available,nopre,type1,p4,l1,nob/c,266500,3.99,0.0635,2250.31,300.0,not_neg,not_int,not_lpsm,448000.0,sb,pr,home,1U,4800.0,CRIF,686,59.48660714,0,38.0,55.509,0.595,1063335.0,1065585.31,23.6
1339,cf,Male,nopre,type1,p4,l1,nob/c,366500,3.99,0.327,2691.13,360.0,neg_amm,not_int,not_lpsm,418000.0,sb,pr,home,1U,5220.0,EQUI,665,75.29761905,1,40.0,70.197,0.877,1462335.0,1465026.13,37.0
1340,cf,Joint,nopre,type1,p3,l1,nob/c,186500,4.56,0.4658,2820.0,360.0,not_neg,not_int,not_lpsm,318000.0,sb,pr,home,1U,2040.0,CIB,694,58.64779874,0,44.0,91.377,0.586,850439.9999999999,853259.9999999999,21.200000000000003
1341,cf,Joint,nopre,type2,p1,l1,b/c,196500,3.99,0.95605,2691.13,360.0,not_neg,not_int,not_lpsm,238000.0,sb,pr,home,1U,3600.0,CIB,850,82.56302521,1,15.0,54.568,0.826,784035.0,786726.13,-84.0
1342,cf,Joint,nopre,type2,p4,l1,b/c,296500,3.99,0.9876,0.0,360.0,not_neg,not_int,not_lpsm,358000.0,sb,pr,home,1U,5640.0,CIB,566,82.82122905,0,40.0,52.562,0.828,1183035.0,1183035.0,96.39999999999999
1343,cf,Female,nopre,type1,p4,l1,nob/c,406500,4.375,0.425,1300.0,360.0,not_neg,not_int,not_lpsm,458000.0,sb,pr,home,1U,11700.0,CIB,671,88.75545852,0,21.0,34.741,0.888,1778437.5,1779737.5,25.799999999999997
1344,cf,Joint,pre,type2,p4,l1,b/c,506500,3.625,0.4446,0.0,360.0,not_neg,not_int,not_lpsm,558000.0,sb,pr,home,1U,5640.0,EXP,732,90.77060932,0,40.0,89.789,0.908,1836062.5,1836062.5,-3.1999999999999993
1345,cf,Male,nopre,type1,p3,l1,nob/c,276500,3.99,0.1242,6650.0,360.0,not_neg,not_int,not_lpsm,778000.0,sb,pr,home,1U,6540.0,EXP,743,35.53984576,0,7.0,42.272,0.355,1103235.0,1109885.0,-23.0
1346,cf,Joint,nopre,type1,p4,l1,nob/c,536500,3.625,-0.0614,5380.0,360.0,not_neg,not_int,not_lpsm,938000.0,sb,pr,home,1U,10560.0,CRIF,581,57.19616205,0,27.0,50.8,0.572,1944812.5,1950192.5,82.19999999999999
1347,cf,Joint,nopre,type1,p3,l1,nob/c,156500,4.56,1.0088,1440.05,360.0,not_neg,not_int,not_lpsm,188000.0,sb,pr,home,1U,6120.0,CRIF,796,83.24468085,0,40.0,25.568,0.832,713639.9999999999,715080.0499999999,-41.599999999999994
1348,cf,Male,nopre,type1,p3,l1,nob/c,216500,4.375,0.8004,2847.5,360.0,not_neg,not_int,not_lpsm,298000.0,sb,pr,home,1U,5880.0,EXP,559,72.65100671,0,42.0,36.813,0.727,947187.5,950035.0,101.39999999999999
1349,cf,Sex Not Available,pre,type1,p1,l1,nob/c,106500,3.99,0.5046,3208.88,360.0,not_neg,not_int,not_lpsm,148000.0,sb,pr,home,1U,2220.0,CIB,877,71.95945946,0,39.0,47.951,0.72,424935.0,428143.88,-90.6
1350,cf,Female,nopre,type1,p1,l1,nob/c,246500,4.99,0.9509,125.05,360.0,neg_amm,not_int,not_lpsm,258000.0,sb,pr,home,1U,4620.0,CIB,835,95.54263566,0,35.0,53.343,0.955,1230035.0,1230160.05,-67.0
1351,cf,Male,nopre,type1,p1,l1,nob/c,346500,3.99,0.327,2691.13,360.0,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,8880.0,EQUI,552,75.29761905,1,40.0,39.016,0.829,1382535.0,1385226.13,104.8
1352,cf,Female,nopre,type1,p4,l1,nob/c,276500,3.375,-0.2588,4057.5,360.0,not_neg,not_int,not_lpsm,598000.0,sb,pr,home,1U,2700.0,CIB,586,46.23745819,0,47.0,102.369,0.462,933187.5,937245.0,87.19999999999999
1353,cf,Female,nopre,type1,p3,l1,nob/c,296500,4.25,0.2184,5091.88,360.0,not_neg,not_int,not_lpsm,358000.0,sb,pr,home,1U,4920.0,CRIF,590,82.82122905,0,40.0,60.252,0.828,1260125.0,1265216.88,82.0
1354,cf,Joint,nopre,type1,p1,l1,nob/c,726500,4.18,-0.1542,362.64,360.0,not_neg,not_int,not_lpsm,808000.0,sb,pr,home,1U,13020.0,EXP,513,89.91336634,0,36.0,55.794,0.899,3036770.0,3037132.64,126.60000000000001
1355,cf,Sex Not Available,nopre,type1,p4,l1,nob/c,236500,4.875,0.937,4273.77,360.0,not_neg,not_int,not_lpsm,328000.0,sb,pr,home,1U,7920.0,EXP,805,72.10365854,0,42.0,29.857,0.721,1152937.5,1157211.27,-46.2
1356,cf,Sex Not Available,nopre,type1,p3,l1,nob/c,166500,3.99,0.327,2691.13,360.0,not_neg,not_int,not_lpsm,218000.0,sb,ir,home,1U,5280.0,CRIF,631,76.37614679,1,27.0,31.528,0.764,664335.0,667026.13,52.2
1357,cf,Sex Not Available,nopre,type1,p3,l1,nob/c,226500,3.875,0.7882,3425.22,240.0,not_neg,not_int,not_lpsm,318000.0,sb,pr,home,1U,6420.0,CRIF,569,71.22641509,0,37.0,35.275,0.712,877687.5,881112.72,93.39999999999999
1358,cf,Joint,nopre,type1,p4,l1,nob/c,696500,3.75,0.0611,0.0,360.0,not_neg,not_int,not_lpsm,1268000.0,sb,pr,home,1U,12240.0,CIB,529,54.92902208,0,26.0,56.899,0.549,2611875.0,2611875.0,113.0
1359,cf,Sex Not Available,nopre,type2,p1,l1,b/c,246500,3.99,1.21,1662.5,360.0,not_neg,not_int,not_lpsm,258000.0,sb,pr,home,1U,4260.0,EXP,581,95.54263566,0,52.0,57.85,0.955,983535.0,985197.5,92.19999999999999
1360,cf,Joint,nopre,type1,p1,l1,nob/c,546500,3.99,0.327,2691.13,360.0,not_neg,not_int,not_lpsm,648000.0,sb,pr,home,1U,5280.0,CIB,533,84.33641975,1,47.0,103.484,0.843,2180535.0,2183226.13,119.0
1361,cf,Male,nopre,type1,p1,l1,nob/c,206500,4.0,0.6362,994.0,180.0,not_neg,not_int,not_lpsm,758000.0,sb,pr,home,1U,5580.0,CIB,819,27.24274406,0,35.0,37.001,0.272,826000.0,826994.0,-57.39999999999999
1362,cf,Sex Not Available,nopre,type1,p4,l1,nob/c,326500,3.5,-0.2687,0.0,360.0,not_neg,not_int,not_lpsm,558000.0,sb,pr,home,1U,5880.0,CRIF,807,58.5125448,0,27.0,55.518,0.585,1142750.0,1142750.0,-53.400000000000006
1363,cf,Sex Not Available,pre,type1,p1,l1,nob/c,406500,3.99,0.4235,7498.04,360.0,not_neg,not_int,not_lpsm,508000.0,sb,pr,home,1U,10020.0,CIB,790,80.01968504,0,17.0,40.565,0.8,1621935.0,1629433.04,-47.2
1364,cf,Joint,pre,type2,p3,l1,b/c,376500,3.625,0.8843,6857.79,360.0,not_neg,not_int,not_lpsm,498000.0,sb,pr,home,1U,4680.0,CRIF,894,75.60240964,0,56.0,80.432,0.756,1364812.5,1371670.29,-93.99999999999999
